EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX 
GLASS HOUSE 2|Location is: GLASS HOUSE|2|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 2|Location is: GLASS HOUSE|3|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 2|Location is: GLASS HOUSE|4|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 2|Location is: GLASS HOUSE|5|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 2|Location is: GLASS HOUSE|6|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 2|Location is: GLASS HOUSE|7|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 3|Location is: GLASS HOUSE|1|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 3|Location is: GLASS HOUSE|2|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 3|Location is: GLASS HOUSE|3|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 3|Location is: GLASS HOUSE|4|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|1|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|2|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|3|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|4|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|5|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|6|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 4|Location is: GLASS HOUSE|7|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116
GLASS HOUSE 5|Location is: GLASS HOUSE|6|21:30:00|22:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116
Womens Step Meeting|Location is: Glass House|3|18:30:00|19:30:00|6713 Hemsell Place, fort worth, TX 76116
Glass House Step Study|Location is: Ft. Worth|3|06:30:00|07:30:00|6713 Hemsell Place, fort worth, TX 76116
GROUP ONE 5|Location is: GROUP ONE|1|08:30:00|09:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 5|Location is: GROUP ONE|7|08:30:00|09:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|1|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|2|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|3|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|4|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|5|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|6|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE|Location is: GROUP ONE|7|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 2|Location is: GROUP ONE|2|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 2|Location is: GROUP ONE|3|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 2|Location is: GROUP ONE|4|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 2|Location is: GROUP ONE|5|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 2|Location is: GROUP ONE|6|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 2|Location is: GROUP ONE|7|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|1|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|2|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|3|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|4|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|5|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|6|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 3|Location is: GROUP ONE|7|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
GROUP ONE 4|Location is: GROUP ONE|6|22:00:00|23:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302
Simply AA|Location is: Leander, TX|5|19:00:00|20:00:00|216 N Gabriel St, Leander, TX 78641
UNITY GROUP|Location is: UNITY CHURCH|3|18:00:00|19:00:00|5405 TRAIL LAKE DR, FORT WORTH, TX 76133
FREEDOM GROUP|Location is: FREEDOM GROUP|2|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, TX 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|3|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, TX 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|5|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, TX 76309
FREEDOM GROUP|Location is: FREEDOM GROUP|1|20:00:00|21:00:00|1914 GRANT, WICHITA FALLS, TX 76309
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|3|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, TX 76309
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|6|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, TX 76309
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|7|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|1|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|2|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|3|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|4|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|5|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|6|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP|Location is: NEW LIFE GROUP|7|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 5|Location is: NEW LIFE GROUP|1|11:00:00|12:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|2|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|3|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|4|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|5|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|6|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|7|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|1|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|2|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|3|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|4|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|5|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|6|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|7|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|1|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|2|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|3|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|4|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|5|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|6|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|7|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309
BURLESON GROUP 3|Location is: BURLESON GROUP|3|07:00:00|08:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 3|Location is: BURLESON GROUP|5|07:00:00|08:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 5|Location is: BURLESON GROUP|1|10:00:00|11:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 5|Location is: BURLESON GROUP|7|10:00:00|11:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP|Location is: BURLESON GROUP|2|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP|Location is: BURLESON GROUP|3|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP|Location is: BURLESON GROUP|4|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP|Location is: BURLESON GROUP|5|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP|Location is: BURLESON GROUP|6|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP|Location is: BURLESON GROUP|7|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 4|Location is: BURLESON GROUP|3|18:00:00|19:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 4|Location is: BURLESON GROUP|5|18:00:00|19:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 4|Location is: BURLESON GROUP|6|18:00:00|19:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|1|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|2|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|3|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|4|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|5|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|6|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
BURLESON GROUP 2|Location is: BURLESON GROUP|7|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028
HEIGHTS GROUP|Location is: ALL SAINTS CHURCH|2|18:00:00|19:00:00|5001 CRESTLINE ROAD, FORT WORTH, TX 76107
HEIGHTS GROUP|Location is: ALL SAINTS CHURCH|5|18:00:00|19:00:00|5001 CRESTLINE ROAD, FORT WORTH, TX 76107
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|4|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|5|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|6|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|7|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301
LEGACY 3|Location is: LEGACY|1|11:00:00|12:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY|Location is: LEGACY|2|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY|Location is: LEGACY|3|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY|Location is: LEGACY|4|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY|Location is: LEGACY|5|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY|Location is: LEGACY|6|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY|Location is: LEGACY|7|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 4|Location is: LEGACY|1|13:00:00|14:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|1|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|2|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|3|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|4|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|5|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|6|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
LEGACY 2|Location is: LEGACY|7|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133
OLDE TOWN|Location is: OLDE TOWN|1|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN|Location is: OLDE TOWN|2|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN|Location is: OLDE TOWN|3|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN|Location is: OLDE TOWN|4|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN|Location is: OLDE TOWN|5|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN|Location is: OLDE TOWN|6|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN|Location is: OLDE TOWN|7|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|1|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|2|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|3|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|4|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|5|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|6|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
OLDE TOWN 2|Location is: OLDE TOWN|7|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|1|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|2|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|3|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|4|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|5|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|6|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|7|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|1|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|2|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|3|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|4|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|5|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|6|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|7|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|1|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|2|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|3|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|4|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|5|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|6|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|7|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|1|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|2|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|3|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|4|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|5|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|6|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|7|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|1|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|2|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|3|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|4|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|5|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|6|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|7|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, TX 76114
CAMP BOWIE WOMENS GROUP|Location is: METHODIST CHURCH|7|10:00:00|11:00:00|4200 CAMP BOWIE BLVD, FORT WORTH, TX 76107
CAMP BOWIE WOMENS GROUP|Location is: METHODIST CHURCH|4|18:00:00|19:00:00|4200 CAMP BOWIE BLVD, FORT WORTH, TX 76107
PHEONIX GROUP 2|Location is: PHEONIX GROUP|3|12:00:00|13:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|1|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|2|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|3|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|4|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|5|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|6|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
PHEONIX GROUP|Location is: PHEONIX GROUP|7|20:00:00|21:00:00|FRENCH QUARTER #208, WICHITA FALLS, TX 
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|1|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|2|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|3|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|4|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|5|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|6|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP|Location is: SOUTHWEST GROUP|7|10:00:00|11:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|1|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|2|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|3|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|4|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|5|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|6|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 2|Location is: SOUTHWEST GROUP|7|13:00:00|14:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 3|Location is: SOUTHWEST GROUP|1|18:00:00|19:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 3|Location is: SOUTHWEST GROUP|2|18:00:00|19:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
SOUTHWEST GROUP 3|Location is: SOUTHWEST GROUP|3|18:00:00|19:00:00|3145 TOWNSEND DR, FORT WORTH, TX 76110
