EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX |32.873518|-95.76612549999999
ALCO GROUP 2|Location is: ALCO GROUP|5|19:00:00|20:00:00|411 E HENDERSON ST, CLEBURNE, TX 76031|32.3481275|-97.3829101
ALCO GROUP 3|Location is: ALCO GROUP|4|20:00:00|21:00:00|411 E HENDERSON ST, CLEBURNE, TX 76031|32.3481275|-97.3829101
ALCO GROUP 3|Location is: ALCO GROUP|6|20:00:00|21:00:00|411 E HENDERSON ST, CLEBURNE, TX 76031|32.3481275|-97.3829101
ALCO GROUP 3|Location is: ALCO GROUP|7|20:00:00|21:00:00|411 E HENDERSON ST, CLEBURNE, TX 76031|32.3481275|-97.3829101
Lake Whitney 2|Location is: Bonanza Shopping Center|1|11:00:00|12:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|1|11:00:00|12:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|2|12:00:00|13:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|3|12:00:00|13:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|4|12:00:00|13:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|5|12:00:00|13:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|6|12:00:00|13:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney 2|Location is: Bonanza Shopping Center|7|11:00:00|12:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Lake Whitney|Location is: Bonanza Shopping Center|7|11:00:00|12:00:00|300 FM-1713, Whitney, TX 76692|31.9451234|-97.32202089999998
Parker Wednesday|Location is: Parker Wednesday|4|14:00:00|15:00:00|19650 E. Main St. (center), Parker, TX |30.508868|-97.67776300000003
STEWART STREET|Location is: STEWART STREET|1|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET|Location is: STEWART STREET|2|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET|Location is: STEWART STREET|3|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET|Location is: STEWART STREET|4|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET|Location is: STEWART STREET|5|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET|Location is: STEWART STREET|6|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET|Location is: STEWART STREET|7|12:00:00|13:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|1|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|2|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|3|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|4|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|5|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|6|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 2|Location is: STEWART STREET|7|18:30:00|19:30:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|1|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|2|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|3|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|4|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|5|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|6|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
STEWART STREET 3|Location is: STEWART STREET|7|20:00:00|21:00:00|104 S STEWART ST, AZLE, TX 76020|32.8904464|-97.542641
GLASS HOUSE|Location is: GLASS HOUSE|2|07:00:00|08:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE|Location is: GLASS HOUSE|3|07:00:00|08:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE|Location is: GLASS HOUSE|4|07:00:00|08:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE|Location is: GLASS HOUSE|5|07:00:00|08:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE|Location is: GLASS HOUSE|6|07:00:00|08:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 6|Location is: GLASS HOUSE|7|10:00:00|11:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 2|Location is: GLASS HOUSE|2|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 2|Location is: GLASS HOUSE|3|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 2|Location is: GLASS HOUSE|4|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 2|Location is: GLASS HOUSE|5|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 2|Location is: GLASS HOUSE|6|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 2|Location is: GLASS HOUSE|7|12:00:00|13:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 3|Location is: GLASS HOUSE|1|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 3|Location is: GLASS HOUSE|2|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 3|Location is: GLASS HOUSE|3|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 3|Location is: GLASS HOUSE|4|18:30:00|19:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|1|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|2|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|3|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|4|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|5|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|6|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 4|Location is: GLASS HOUSE|7|20:00:00|21:00:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
GLASS HOUSE 5|Location is: GLASS HOUSE|6|21:30:00|22:30:00|6713 HEMSELL PL, FORT WORTH, TX 76116|32.7257771|-97.4326049
Womens Step Meeting|Location is: Glass House|3|18:30:00|19:30:00|6713 Hemsell Place, fort worth, TX 76116|32.7257771|-97.4326049
Glass House Step Study|Location is: Ft. Worth|3|06:30:00|07:30:00|6713 Hemsell Place, fort worth, TX 76116|32.7257771|-97.4326049
GROUP ONE 5|Location is: GROUP ONE|1|08:30:00|09:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 5|Location is: GROUP ONE|7|08:30:00|09:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|1|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|2|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|3|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|4|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|5|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|6|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE|Location is: GROUP ONE|7|12:00:00|13:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 2|Location is: GROUP ONE|2|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 2|Location is: GROUP ONE|3|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 2|Location is: GROUP ONE|4|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 2|Location is: GROUP ONE|5|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 2|Location is: GROUP ONE|6|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 2|Location is: GROUP ONE|7|17:30:00|18:30:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|1|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|2|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|3|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|4|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|5|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|6|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 3|Location is: GROUP ONE|7|20:00:00|21:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
GROUP ONE 4|Location is: GROUP ONE|6|22:00:00|23:00:00|5103-A JACKSBORO HWY, WICHITA FALLS, TX 76302|33.85406|-98.49456199999997
Simply AA|Location is: Leander, TX|5|19:00:00|20:00:00|216 N Gabriel St, Leander, TX 78641|30.580875|-97.85163599999998
UNITY GROUP|Location is: UNITY CHURCH|3|18:00:00|19:00:00|5405 TRAIL LAKE DR, FORT WORTH, TX 76133|32.668143|-97.38554799999997
FREEDOM GROUP|Location is: FREEDOM GROUP|2|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
FREEDOM GROUP|Location is: FREEDOM GROUP|3|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
FREEDOM GROUP|Location is: FREEDOM GROUP|5|17:30:00|18:30:00|1914 GRANT, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
FREEDOM GROUP|Location is: FREEDOM GROUP|1|20:00:00|21:00:00|1914 GRANT, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|3|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|6|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
SOUTH TOWN GROUP|Location is: SOUTH TOWN GROUP|7|20:00:00|21:00:00|1914 GRANT ST, WICHITA FALLS, TX 76309|33.8950283|-98.52751469999998
NEW LIFE GROUP|Location is: NEW LIFE GROUP|1|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP|Location is: NEW LIFE GROUP|2|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP|Location is: NEW LIFE GROUP|3|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP|Location is: NEW LIFE GROUP|4|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP|Location is: NEW LIFE GROUP|5|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP|Location is: NEW LIFE GROUP|6|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP|Location is: NEW LIFE GROUP|7|08:30:00|09:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 5|Location is: NEW LIFE GROUP|1|11:00:00|12:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|2|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|3|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|4|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|5|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|6|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 2|Location is: NEW LIFE GROUP|7|12:00:00|13:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|1|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|2|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|3|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|4|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|5|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|6|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 3|Location is: NEW LIFE GROUP|7|17:30:00|18:30:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|1|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|2|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|3|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|4|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|5|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|6|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
NEW LIFE GROUP 4|Location is: NEW LIFE GROUP|7|20:00:00|21:00:00|1406 BEVERLY, WICHITA FALLS, TX 76309|33.9022222|-98.53019069999999
BURLESON GROUP 3|Location is: BURLESON GROUP|3|07:00:00|08:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 3|Location is: BURLESON GROUP|5|07:00:00|08:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 5|Location is: BURLESON GROUP|1|10:00:00|11:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 5|Location is: BURLESON GROUP|7|10:00:00|11:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP|Location is: BURLESON GROUP|2|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP|Location is: BURLESON GROUP|3|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP|Location is: BURLESON GROUP|4|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP|Location is: BURLESON GROUP|5|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP|Location is: BURLESON GROUP|6|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP|Location is: BURLESON GROUP|7|12:00:00|13:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 4|Location is: BURLESON GROUP|3|18:00:00|19:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 4|Location is: BURLESON GROUP|5|18:00:00|19:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 4|Location is: BURLESON GROUP|6|18:00:00|19:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|1|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|2|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|3|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|4|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|5|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|6|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
BURLESON GROUP 2|Location is: BURLESON GROUP|7|20:00:00|21:00:00|121 NW ELLISON STREET, BURLESON, TX 76028|32.542011|-97.32716699999997
HEIGHTS GROUP|Location is: ALL SAINTS CHURCH|2|18:00:00|19:00:00|5001 CRESTLINE ROAD, FORT WORTH, TX 76107|32.74077940000001|-97.39547379999999
HEIGHTS GROUP|Location is: ALL SAINTS CHURCH|5|18:00:00|19:00:00|5001 CRESTLINE ROAD, FORT WORTH, TX 76107|32.74077940000001|-97.39547379999999
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|4|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301|33.8907033|-98.49437039999998
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|5|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301|33.8907033|-98.49437039999998
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|6|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301|33.8907033|-98.49437039999998
GRUPO APRENDIENDO A VIVAR|Location is: GRUPO APRENDIENDO A VIVAR|7|19:00:00|20:00:00|2400 HOLLIDAY ROAD, WICHITA FALLS, TX 76301|33.8907033|-98.49437039999998
LEGACY 3|Location is: LEGACY|1|11:00:00|12:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY|Location is: LEGACY|2|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY|Location is: LEGACY|3|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY|Location is: LEGACY|4|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY|Location is: LEGACY|5|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY|Location is: LEGACY|6|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY|Location is: LEGACY|7|12:00:00|13:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 4|Location is: LEGACY|1|13:00:00|14:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|1|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|2|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|3|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|4|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|5|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|6|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
LEGACY 2|Location is: LEGACY|7|18:00:00|19:00:00|5685 WESTCREEK DR, FT WORTH, TX 76133|32.661344|-97.36142799999999
OLDE TOWN|Location is: OLDE TOWN|1|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN|Location is: OLDE TOWN|2|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN|Location is: OLDE TOWN|3|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN|Location is: OLDE TOWN|4|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN|Location is: OLDE TOWN|5|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN|Location is: OLDE TOWN|6|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN|Location is: OLDE TOWN|7|12:00:00|13:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN 2|Location is: OLDE TOWN|1|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
OLDE TOWN 2|Location is: OLDE TOWN|2|20:00:00|21:00:00|129 W ELLISON ST, BURLESON, TX 76028|32.5421317|-97.32112130000002
